token,count
overbury,1
overcame,15
overcast,4
overcasts,1
overcharged,1
overcloud,1
overclouded,1
overcoat,16
overcoats,14
overcome,68
overcomes,2
overcometh,1
overcoming,9
overconcentration,1
overcrowded,1
overcrowding,3
overdekken,1
overdo,4
overdoes,1
overdoing,5
overdone,9
overdose,3
overdraft,2
overdrawn,2
overemphasis,1
overemphasize,1
overemphasized,1
overestimation,1
overfatigue,1
overfed,1
overflapping,1
overflooded,1
overflow,6
overflowed,5
overflowin,1
overflowing,21
overflown,1
overflows,5
overfull,1
overgegaan,1
overgive,1
overgrown,10
overhanging,8
overhangs,1
overhard,1
overhaul,1
overhauled,1
overhead,42
overhear,3
overheard,21
overhearing,2
overhears,2
overheated,3
overhopeful,1
overhung,2
overish,1
overjoyed,8
overjoyous,1
overladen,1
overlaid,1
overland,10
overlander,9
overlanders,2
overlanding,1
overlay,1
overloaded,1
overlook,16
overlooked,20
overlookest,1
overlooking,16
overlooks,7
overmastering,1
overmatched,2
overmuch,3
overnight,5
overpaid,1
overpast,2
overpersuading,1
overplayed,1
overpower,3
overpowered,8
overpowering,11
overrate,1
overrated,4
overrating,1
overreaching,1
overripe,1
overrule,1
overruled,7
overruling,1
overrun,6
oversanguine,1
overseaming,9
overseas,2
overseer,9
overseers,1
overset,1
overshadow,1
overshadowed,2
overshadowing,1
overshoes,1
oversight,1
oversights,1
overskirt,3
overskirts,3
overskits,1
overslept,5
overspread,6
overstep,1
overstepping,4
overstocked,2
overstrain,1
overstrained,3
overstraining,1
overstrenuous,2
overstrung,1
overt,2
overtake,16
overtaken,9
overtakes,2
overtaking,3
overtaxed,1
overthrew,4
overthrow,11
overthrown,11
overthwart,1
overtime,2
overtook,10
overtop,1
overtops,1
overtread,1
overture,4
overtures,4
overturn,3
overturned,8
overturning,4
overturns,1
overvloed,1
overwearied,1
overweening,4
overweighted,1
overwell,1
overwhelm,4
overwhelmed,29
overwhelming,23
overwhelmingly,1
overwhelms,1
overwork,2
overwrought,4
ovid,9
ovidean,1
oviedo,2
oviparous,1
ow,255
owd,1
owdacious,1
owe,79
owed,31
owen,11
owens,1
owenson,3
ower,8
owerloup,1
owes,22
owest,2
owever,6
owing,125
owl,86
owld,3
owle,2
owlets,2
owlish,1
owls,16
own,2489
ownds,1
owne,49
owned,39
owner,79
owners,42
ownership,8
owning,8
owns,20
owre,2
owsomever,1
owza,10
ox,28
oxalas,1
oxalic,2
oxalico,2
oxalicum,1
oxen,34
oxenford,1
oxford,65
oxfordfordshire,1
oxfords,1
oxfordshire,4
oxid,1
oxidando,1
oxidationi,1
oxidatum,1
oxidatur,1
oxide,4
oxido,1
oxidum,5
oxigenato,1
oxigenatum,1
oxigenium,1
oxon,3
oxoniensis,1
oxus,2
oxy,1
oxyde,1
oxydes,1
oxygen,11
oy,1
oyac,1
oye,10
oyeme,1
oyes,1
oyez,3
oyga,1
oygo,1
oyl,6
oyle,1
oyo,4
oyona,1
oyster,56
oysterin,1
oysters,34
oz,5
ozare,1
ozean,1
ozias,2
ozone,2
ozur,1
p,1146
pa,75
paar,43
paare,2
paaren,2
paarmal,2
paars,2
paarweise,1
pablo,10
pabulum,2
pabylon,1
pace,86
paced,16
pacem,2
paces,18
pacha,11
pachim,1
pachomius,1
pachter,4
paciencia,5
pacific,73
pacifica,3
pacifically,1
pacificatory,1
pacifico,3
pacificos,1
pacificus,2
pacified,11
pacifism,1
pacifisme,1
pacifist,3
pacifiste,1
pacifists,1
pacify,8
pacing,17
pack,80
package,21
packages,7
packed,48
packen,3
packer,1
packers,2
packet,17
packets,2
packing,11
packs,8
packt,3
packte,4
packten,1
packthread,4
pacqui,1
pacquihuas,1
pacquina,1
pacquisi,1
pact,1
pacte,1
pacto,2
pactolus,1
pad,11
padded,6
padding,4
paddingloo,1
paddington,3
paddle,17
paddled,5
paddler,1
paddles,9
paddlin,2
paddling,6
paddock,9
paddocks,1
paddy,39
paddymelons,1
padece,2
padelford,1
padlock,2
padok,1
padre,71
padregon,1
padres,9
padrone,1
pads,5
padua,5
paduan,1
paean,1
paeans,1
paechter,1
paeckchen,3
paendro,1
paepstler,3
paepstlichen,1
paerte,2
paesh,3
paesse,1
paestum,1
paetus,5
paga,1
pagan,26
paganini,1
paganism,4
pagans,50
pagara,1
page,634
pageant,8
pageantry,6
pageants,3
pagen,2
pages,133
pagina,1
paginas,1
pago,1
pagoda,8
pagoden,1
pagods,1
pagophila,2
pah,5
paharawalla,1
paia,2
paian,5
paid,387
paidl,1
paiement,1
paien,1
paienne,1
paierent,1
paieront,1
pail,37
pailful,1
paillasse,1
paille,1
paillot,1
pails,9
pain,283
paine,4
pained,10
paines,2
painful,69
painfull,1
painfully,24
painfulness,1
paining,2
pains,75
painstaking,4
paint,68
painted,120
painter,62
painters,29
paintin,1
painting,119
paintings,32
paintless,1
paints,14
pair,239
paire,2
pairing,1
pairns,1
pairs,32
pais,9
paisano,1
paisanos,1
paisant,1
paisiblement,1
paisibles,1
paisley,2
paix,11
pajamas,1
pajaritos,3
pajaro,8
pajaros,15
pak,7
pake,7
paken,1
pakenham,1
paket,1
pakt,1
pakten,1
pal,62
pala,3
palabra,18
palabras,28
palac,1
palace,235
palaces,44
palacio,5
palacios,2
paladin,1
paladines,1
paladins,1
paladru,1
palaeste,4
palafox,2
palais,12
palamedes,1
palamon,1
palangana,5
palanque,3
palanquin,10
palanquins,1
palaprat,1
palast,15
palatable,5
palate,9
palates,3
palatial,32
palatine,2
palatino,2
palaver,3
palazzo,1
pale,233
paled,5
paleis,1
palely,2
paleness,3
paleopolis,1
paler,7
palermo,6
palerr,2
pales,1
palest,4
palestine,59
palestinian,1
palette,3
paleur,2
paley,17
palfraies,2
palfrey,6
palfreys,1
palgrave,1
palida,3
palido,1
palier,1
palin,1
paling,3
palings,6
palinode,1
palisade,2
palish,1
palissent,1
palizada,1
palki,41
pall,33
palla,4
palladian,2
palladio,2
palladium,3
palladius,1
pallas,38
pallast,6
pallates,1
pallbearers,1
palle,7
palled,2
pallement,2
paller,16
pallera,3
pallerent,2
palleroie,1
palleroient,2
palleroit,1
pallescens,1
pallet,3
pallez,1
palliard,7
palliate,3
palliative,2
palliato,1
pallid,25
pallida,1
pallidly,1
pallidus,1
pallikares,2
pallis,1
pallisades,1
pallium,2
palloie,1
palloient,1
palloit,4
pallor,7
palls,4
palluns,1
palm,69
palma,2
palmam,2
palmeadas,3
palmed,1
palmer,53
palmes,2
palmistry,1
palms,16
palmy,2
palo,7
palos,1
palpable,8
palpably,4
palpitante,1
palpitar,1
palpitated,4
palpitating,3
palpitation,2
palpitations,1
pals,16
palsgraves,1
palsied,5
palsies,1
palsy,4
paltering,1
paltry,16
paludicola,1
paludicolae,1
palustris,1
pambucan,2
pamby,1
pambys,1
pamela,4
pamerin,1
pamonth,1
pampa,5
pampas,2
pamper,4
pampered,5
pampering,2
pamphlet,22
pamphlets,16
pamphylia,2
pamplonas,1
pampooties,1
pan,78
panacea,1
panaceas,1
panaches,1
panama,6
panane,1
panay,4
pancake,8
pancakes,8
panch,1
panchala,10
panchraestos,1
pancrust,1
pandaemonium,2
pandaguan,6
pandarus,1
pandects,1
pandemonium,7
pander,7
panderly,1
panders,1
pandion,2
pandolf,3
pandora,2
pandus,2
pandy,4
pane,16
paned,1
panegerick,1
panegyric,2
panegyrically,1
panegyrick,1
panegyricks,2
panegyrics,1
panegyrique,1
panegyrists,1
panel,8
panels,9
panes,18
paney,1
panfilo,2
pang,20
pangasinanes,1
pangenhacie,1
pangerrmanism,1
pangs,31
pania,1
panic,28
panicstruck,2
panicum,1
panier,9
panieres,1
panioon,1
panis,1
panjabi,1
panjkhora,5
panlatinism,1
panmore,4
panniers,1
pannikins,2
panning,1
panno,1
panole,2
panoplies,1
panoply,2
panorama,14
panoramic,5
pans,20
panse,2
panser,1
pansies,6
panslavism,1
pansy,1
pant,3
pantalettes,2
pantalon,1
pantalons,1
pantaloons,12
pantarchic,1
pantarchy,3
pantechnicon,1
panted,17
panterloon,2
panterloons,3
pantermime,1
panterra,1
panterthier,1
panteth,1
pantheism,96
pantheist,14
pantheistic,26
pantheists,6
pantheon,5
panther,6
panthers,2
panting,41
pantoffeln,3
pantoffels,1
pantomime,22
pantomimes,2
pantomimical,1
pantomimisch,1
pantomimist,1
pantries,1
pantry,14
pants,14
panzer,2
paoli,3
paolo,11
paolucci,1
paon,2
pap,8
papa,218
papafers,1
papago,4
papagos,3
papal,7
papale,3
papas,1
pape,10
papel,1
paper,1082
papered,3
paperer,1
papering,1
papers,167
paperweight,1
paphians,1
paphies,1
paphos,1
papier,21
papiere,1
papieren,1
papierner,1
papierrolle,1
papiers,3
papierschere,1
papillas,2
papillote,1
papist,2
papists,27
papoose,12
papova,1
pappel,1
pappschachteln,1
pappy,1
paprika,12
papst,5
papstes,1
papus,1
papyri,2
papyrorum,1
papyrus,27
paquet,3
paquetito,2
paquita,3
par,516
para,216
parabelae,1
parable,13
parables,10
parabolic,1
parabolick,1
parabolou,1
paracelso,1
paracelsus,2
parachutes,1
paraclete,1
parade,34
paraded,6
parades,4
paradeville,3
paradies,8
paradiese,4
paradigm,4
paradigms,4
parading,3
paradis,11
paradisaea,1
paradisal,1
paradise,70
paradisiacal,1
paradox,11
paradoxes,1
paradoxical,4
paradoxus,1
paraffin,8
parafrasis,1
parag,1
parage,5
parages,5
paragon,5
paragraph,35
paragraphe,1
paragraphs,12
paragraphus,1
paragua,8
paraguay,1
paraissaient,1
paraissait,1
paraissent,1
paraissoit,1
parait,9
paraitre,5
paraitrons,1
paralizar,1
parallel,28
paralleled,1
parallelism,1
parallels,4
paralysed,2
paralysing,2
paralysis,6
paralytic,5
paralytick,1
paralyze,2
paralyzed,7
paralyzes,2
paralyzing,1
paramatta,1
paramount,13
paran,1
parapet,2
parapets,2
paraphernalia,3
paraphrase,9
paraphrased,2
paraphraser,1
paraphrases,1
paraphrasieren,1
paraphrasing,1
parapluie,1
paraque,1
parara,1
paras,1
parase,1
parashoot,1
parasite,3
parasites,3
parasitic,2
parasiticus,1
parasol,6
parasols,4
parat,1
paratactic,1
paraus,1
parbleu,3
parboil,1
parboiled,2
parc,5
parcarum,1
parce,12
parcel,28
parcell,2
parcelled,1
parcels,9
parcequ,4
parceque,3
parch,1
parched,6
parchemin,2
parchim,1
parching,2
parchment,15
parclose,1
parconniers,1
parcours,1
parcreuz,2
pard,1
parda,3
pardalis,1
parden,2
pardin,1
parding,1
pardner,2
pardon,133
pardonable,8
pardoned,11
pardoner,1
pardoning,2
pardonnait,1
pardonnast,1
pardonne,1
pardonner,1
pardons,4
pardurable,3
pardurablement,1
pare,7
parece,21
pareced,2
parecen,5
parecer,2
parecera,1
parecerlo,1
parecia,5
parecian,2
pareciese,1
parecio,1
pared,2
paredes,2
paree,1
paregoric,1
pareil,2
pareille,4
pareilles,1
pareils,5
parenchyma,1
parent,87
parentage,8
parental,25
parentally,1
parente,1
parentelism,1
parentes,2
parenthesen,1
parentheses,1
parenthesis,1
parents,182
parepa,2
parer,1
parers,1
pares,1
paresis,1
paresse,2
paret,1
parezco,1
parfait,7
parfaite,1
parfaitement,3
parfeite,1
parfeitement,1
parfois,5
parfont,2
parfuemirt,1
parfuemirten,1
parfunde,1
parfunt,1
parga,2
pargains,1
pari,7
pariahs,1
parian,1
paridae,1
parier,1
parima,1
paring,2
paris,523
parish,100
parishes,11
parishioner,1
parishioners,6
parisian,21
parisians,9
park,265
parke,1
parked,1
parker,18
parkinson,2
parklebury,1
parklike,1
parkman,10
parkmanii,1
parks,21
parla,7
parlaient,1
parlait,4
parlament,3
parlamint,1
parlance,2
parlat,1
parle,13
parlee,1
parlement,12
parlementaires,1
parlent,1
parler,13
parlerai,2
parlers,1
parley,17
parleyed,3
parleying,2
parlez,3
parliament,78
parliamentarian,2
parliamentary,16
parliaments,1
parlor,37
parlors,2
parlour,63
parlourmaid,5
parlours,1
parlous,1
parma,1
parme,1
parmenides,1
parmentier,2
parmi,27
parmy,3
parn,2
parnassian,5
parnassus,10
parnell,12
parnesi,1
parnhe,1
parnx,1
paro,1
parochia,1
parochial,8
parochiali,1
parodia,1
parodie,2
parodied,2
parodierst,1
parodiert,1
parodierte,2
parodies,2
parody,19
paroisse,6
paroissent,1
paroissoient,2
paroissoit,1
paroistre,2
paroit,1
parole,13
paroles,20
paroo,2
paroquet,1
paros,1
parout,1
paroxismus,1
paroxysm,4
paroxysms,2
parquet,1
parqueterie,1
parquette,1
parr,41
parrafo,1
parrafos,1
parragon,1
parrakeet,9
parrakeets,1
parramatta,4
parrel,2
parricide,1
parried,1
parroquets,1
parrot,19
parrots,7
parrott,1
parrotts,1
parry,4
pars,9
parse,2
parsee,2
parseeism,1
parsimony,2
parsing,1
parsley,16
parsnips,2
parson,46
parsonage,6
parsons,17
part,1312
partaga,1
partage,4
partagea,1
partageait,1
partagee,1
partager,1
partages,2
partaient,1
partake,23
partaken,6
partaker,1
partakers,3
partakes,5
partaking,14
parte,21
parted,77
partei,1
partem,3
parterre,7
parterres,4
partes,22
parthenis,1
parthenon,1
parthenope,3
parthey,7
partheyischer,1
partheylich,1
partheylichkeit,1
parthia,2
parthians,2
partholan,1
parths,1
parti,11
partiaire,1
partial,44
partialities,1
partiality,14
partially,33
participa,1
participant,1
participants,1
participate,15
participated,7
participates,1
participating,3
participation,9
participations,1
participator,2
participe,1
participer,1
participio,18
participios,4
participle,4
participles,4
partickler,1
particle,13
particles,13
particula,6
particular,291
particularidad,2
particularidades,1
particularised,1
particularities,1
particularity,1
particularize,2
particularly,222
particularmente,3
particulars,48
particulas,4
particuler,1
particulier,10
particuliere,2
particulierement,4
particulieres,4
particuliers,5
particulis,1
particulur,1
partie,47
partien,1
parties,143
partikler,7
partim,2
partin,1
parting,84
partings,1
partington,1
partir,6
partiras,2
partireis,1
partis,2
partisan,5
partisans,2
partit,9
partition,15
partitions,6
partitive,1
partizan,1
partizans,3
partly,104
partner,66
partners,18
partnership,19
partnerships,1
partoit,1
partook,15
partout,7
partridge,11
partridges,6
parts,401
partu,1
parturiret,1
parturition,1
party,480
paru,7
parue,1
paruena,1
parues,1
paruessuhas,1
parum,3
parurent,3
parus,9
parut,7
parva,2
parvenir,2
parviennent,1
parvis,2
parvo,1
parvulos,1
parz,2
parze,1
parzen,1
pas,306
pasa,4
pasaba,1
pasada,1
pasado,10
pasados,5
pasage,2
pasagero,1
pasajeros,1
pasamos,1
pasan,4
pasar,2
pasay,1
pascal,4
paschal,1
pasche,2
pascua,2
pase,1
paseaba,1
paseaban,1
paseando,1
pasear,4
pasearnos,1
paseo,3
paseos,2
pasha,39
pasiello,4
pasig,8
pasion,2
pasiones,7
pasiphae,1
pasiva,8
pasivas,5
pasivos,3
pasmore,1
paso,12
pasos,3
pasqua,1
pasquier,1
pasquinade,2
pasquiste,1
pass,568
passa,6
passable,5
passably,3
passade,1
passage,156
passager,1
passagere,2
passagers,4
passages,63
passageway,1
passagier,1
passait,2
passant,7
passante,1
passast,1
passau,2
passe,24
passed,742
passee,2
passees,5
passen,1
passenger,22
passengers,77
passent,1
passer,25
passerculus,3
passerella,3
passerent,3
passeres,1
passerina,2
passers,4
passes,88
passeth,3
passieren,2
passiert,2
passil,1
passim,3
passing,285
passion,242
passional,2
passionate,52
passionately,24
passionna,1
passionne,1
passionnement,1
passionnes,1
passions,74
passiren,1
passirt,1
passive,22
passively,1
passiveness,1
passives,1
passivity,1
passoient,1
passoit,1
passons,1
passover,3
passport,16
passports,5
passt,3
passten,1
passum,1
passy,2
past,505
paste,25
pasteboard,4
pasted,5
pastel,6
pasteles,1
pastells,1
pastes,1
pasteurs,1
pasti,1
pasties,2
pastiles,1
pastilles,1
pastime,24
pastimes,12
pasting,1
pastor,17
pastoral,15
pastorale,1
pastorall,1
pastorals,3
pastores,1
pastors,1
pastouriaus,1
pastry,24
pastrycook,2
pastrycooks,2
pasturage,1
pasturages,1
pasture,20
pastures,12
pasty,11
pat,46
pata,5
pataer,1
patagonia,4
patagonians,1
patas,4
patatras,2
patball,1
patch,39
patched,9
patches,19
patchouli,1
patchwork,2
pate,10
pated,1
paten,3
patent,71
patented,2
patentee,1
patentes,2
patently,1
patents,2
pater,12
patera,1
paterfamilias,2
paternal,19
paternalism,1
paternel,1
paternoster,3
paters,2
paterson,4
patey,1
path,221
pathan,4
pathans,2
pathe,1
pathetic,31
pathetically,7
pathetique,2
pathetisch,1
pathetischer,1
pathist,1
pathless,3
pathological,3
pathomyotomia,1
pathos,30
paths,44
pathway,27
pathways,5
patico,8
patiemment,1
patience,119
patient,120
patienten,1
patienter,1
patientin,1
patiently,43
patients,40
patik,1
patio,4
patisserie,1
patitas,1
patka,1
patlander,3
patmos,4
pato,2
patocka,3
patois,2
paton,2
patos,6
patre,2
patrecma,2
patres,2
patria,2
patriae,1
patriarcal,1
patriarch,14
patriarchal,4
patriarchats,1
patriarches,1
patriarchs,4
patrician,5
patrick,29
patridges,1
patrie,11
patrimonial,2
patrimony,2
patriot,49
patrioten,4
patriotic,31
patriotically,1
patriotique,2
patriotische,1
patriotism,43
patriotisme,1
patriotismus,1
patriots,17
patrizier,1
patroclus,1
patrol,7
patron,46
patronage,34
patronimico,1
patronimicos,1
patronise,1
patronised,3
patronize,1
patronized,6
patronizes,1
patronizing,4
patrons,36
patronymic,1
patrouille,1
pats,4
patsy,3
patte,8
patted,31
patten,1
pattens,1
pattent,2
patter,17
patterby,1
pattered,6
pattering,17
patterings,2
pattern,26
patterne,1
patterns,15
patterson,7
pattes,3
patti,1
patties,2
patting,20
pattison,4
pattle,1
patty,10
patulae,1
paturet,1
pau,1
pauca,3
paugh,1
paul,178
paule,5
paules,1
pauli,1
pauline,3
paulinus,2
paullulum,1
paulowna,1
pauls,3
paunch,5
paunched,1
paunchy,1
pauper,20
pauperibus,1
pauperis,1
pauperized,1
paupers,9
paupertatis,1
paupieres,2
paus,3
pausanias,4
pause,126
paused,71
pausen,2
pauses,12
pausilippo,1
pausing,34
pautonniers,1
pauvre,16
pauvres,5
pauvrete,1
pauxillum,1
pavane,1
pave,4
paved,16
pavement,44
pavements,8
paves,2
pavia,2
paviansblut,1
pavie,4
pavilion,10
pavilions,6
pavillion,2
paving,3
pavoisent,2
paw,29
pawillion,1
pawing,4
pawings,1
pawkie,1
pawky,1
pawn,6
pawnbroker,2
pawnbrokers,1
pawnbroking,1
pawne,1
pawned,2
pawning,2
pawns,1
pawnshop,2
paws,29
pax,2
pay,425
paya,1
payable,33
payait,1
payant,5
paycock,1
paye,3
payee,1
payelle,1
payer,5
payers,1
payin,5
paying,86
paymaster,2
payment,29
payments,8
payne,21
paynes,1
paynim,2
payntt,1
payre,1
payroll,3
pays,57
paysage,2
paysan,1
paysannes,1
payther,1
paz,4
pd,2
pe,16
pea,13
peace,526
peaceable,12
peaceably,4
peaceful,88
peacefully,21
peacefulness,3
peach,19
peachem,1
peaches,9
peacock,8
peacocks,1
peak,23
peake,1
peaked,3
peaking,1
peaks,18
peal,21
peale,2
pealed,6
pealei,1
pealing,8
peals,9
peanut,1
peanuts,9
pear,24
pearce,1
peard,2
peared,1
pearing,1
pearl,73
pearled,1
pearlies,1
pearliness,1
pearls,40
pearly,18
pears,21
pearson,2
peart,2
peas,17
peasant,51
peasantry,17
peasants,32
pease,10
peasts,3
peat,5
peated,1
peaten,2
peats,1
peau,2
pebble,8
pebbles,16
pebbly,3
pecado,3
pecadores,1
pecan,5
pecans,1
peccadillo,3
pecci,1
pececitos,1
peces,5
pech,1
pecha,2
pechast,1
peche,1
pecheeur,2
pecheeurs,5
pechent,1
pecheour,1
pecheours,1
pechera,1
pecheroit,1
pechie,19
pechier,1
pechierent,1
pechierres,1
pechiez,8
pecho,3
peck,26
pecked,5
pecker,1
peckham,3
peckin,1
pecking,3
pecks,3
pecksniff,1
peckt,1
pecoris,1
pecos,1
pect,3
pectin,4
pectora,1
pectoral,3
pecuarii,1
peculative,1
pecule,3
peculiar,218
peculiaris,1
peculiarities,30
peculiarity,22
peculiarly,47
pecuniary,10
pecuniosity,1
pecushin,1
ped,1
pedagogue,3
pedagogues,2
pedagoguically,1
pedagogy,1
pedal,3
pedals,2
pedant,1
pedanterie,1
pedantic,1
pedantry,2
pedants,2
pedazos,1
peddington,2
peddlar,1
peddle,1
peddled,1
peddler,2
peddlers,2
peddles,2
peddling,2
pede,1
pedes,2
pedestal,25
pedestals,1
pedestrian,8
pedestrianism,1
pedestrians,5
pedestris,1
pedibus,1
pedicular,1
pedido,2
pedigree,7
pedigrees,2
pediment,9
pediments,1
pedioecetes,2
pedir,2
pediros,1
pedlar,24
pedlaring,1
pedlars,2
pedo,5
pedro,10
peds,1
peece,40
peeces,5
peek,2
peekin,1
peekskill,1
peel,37
peele,1
peeled,10
peeler,1
peeling,4
peels,3
peen,1
peep,78
peeped,38
peepel,1
peeper,1
peepers,2
peepin,1
peeping,29
peeple,8
peeples,1
peeps,5
peer,40
peerage,9
peerages,1
peere,1
peered,27
peeress,1
peering,36
peerless,16
peers,18
pees,2
peescha,1
peeschast,1
peescheeur,1
peeschier,1
peese,1
peeur,3
peevish,9
peevishly,3
peevishness,1
peewit,2
peg,13
pegado,1
pegan,1
pegar,1
pegare,1
pegasus,7
pegged,2
peggin,2
pegging,3
peggotty,12
peggy,2
pego,1
pegs,10
peguese,1
pegus,1
peguy,4
pehaviour,1
pehind,1
peice,1
peigner,1
peignez,1
pein,17
peine,14
peines,1
peinigende,1
peinigte,1
peinlich,1
peinlicher,2
peinlichste,1
peinne,3
peinnes,2
peint,2
peintes,1
peinvolle,1
peis,2
peit,1
peitsche,4
peitschen,1
peitschenknall,1
peitschten,1
pekin,1
pekinese,3
peking,3
pekoe,2
pel,1
pelado,1
pelagicus,1
pelagie,2
pelasgian,1
pelayo,1
pele,1
pelecanidae,1
pelecanus,3
pelerin,7
pelerinage,3
pelerins,11
peleus,2
pelew,1
pelf,7
pelfe,2
pelham,2
pelhams,1
pelian,1
pelias,8
pelican,4
pelicans,3
pelidna,2
pelieve,1
peligrino,2
peligro,5
peligrosas,1
peligrosos,2
pelion,4
pelisse,2
pelisses,1
pell,6
pellerines,1
pelles,1
pellets,3
pelligrini,1
pelloud,1
pells,1
pellucid,5
pelo,1
peloponnesus,2
pelops,1
peloton,2
pelouses,1
pelt,6
pelted,2
pelter,1
pelting,4
pelts,1
peluda,2
peluse,1
pelz,3
pelze,1
pemberton,2
pembridge,1
pembroke,10
pembrokeshire,2
pen,357
pena,1
penal,10
penalise,1
penalize,1
penalties,7
penalty,26
penance,12
penances,2
penas,9
penates,2
pence,37
pences,1
penchant,3
penchee,2
pencher,1
penches,1
penchons,1
pencil,88
pencill,2
pencilled,1
pencils,4
pendant,38
pendantes,1
pende,2
pendent,7
pending,10
pendirent,3
pendleton,2
pendoient,1
pendragon,53
pendragons,1
pendril,5
pendrill,3
pendrills,2
pendrils,2
pendu,2
pendulous,2
penduz,1
penelope,20
pener,2
penertating,1
penertation,1
penes,14
penetracion,1
penetrar,4
penetrate,14
penetrated,26
penetrates,2
penetrating,21
penetratingly,1
penetration,10
penetre,2
penetrent,2
penetrer,1
penetrerent,1
penetres,1
penetrons,1
peneues,1
peneus,1
penez,1
pengandiva,1
peniblement,1
penicillatus,1
penillion,1
peninsula,22
peninsular,3
peninsulars,1
peninsulas,1
peninsulated,1
peninsule,1
penioon,1
penitence,10
penitencia,3
penitent,10
penitential,4
penitentials,1
penitentiary,3
penitents,1
penjohnson,2
penknife,6
penman,1
penmanship,5
penmates,1
penn,8
pennant,11
pennants,2
pennde,1
penne,2
penned,6
pennies,31
penniless,9
penning,3
pennis,1
pennon,7
pennons,1
pennsa,1
pennsylvania,31
penny,127
pennygent,1
penobscot,1
penra,1
penras,1
penre,8
penrei,1
penriammes,1
penrith,1
penroit,1
penrunt,2
penryhn,2
pens,96
pensa,4
pensais,1
pensait,5
pensamiento,5
pensamientos,11
pensant,1
pensar,2
pensarlo,1
pense,6
pensee,12
pensees,11
pensent,1
penser,1
penses,1
pensez,1
pensh,1
pensil,1
pensiles,1
pensilvania,1
pensilvanicus,1
pension,24
pensionary,1
pensioner,3
pensioners,4
pensions,4
pensive,45
pensively,7
pensiveness,3
pensoie,2
pent,15
pentagon,4
pentameter,1
pentateuch,2
pente,2
pentecost,1
pentecostal,1
pentecoste,2
pentecote,1
penteulu,1
penticton,1
pentium,1
pentland,4
pentonville,2
pentorrens,2
penult,1
penultimate,1
penurious,4
penury,7
penuse,1
penut,1
penuts,2
penwork,1
peo,4
peony,3
people,1924
peopled,14
peoples,29
peopling,2
peoria,3
pepin,3
pepinster,1
pepita,4
peplo,1
peplums,1
pepper,60
peppercorns,1
peppered,3
peppermint,12
peppermints,2
peppers,16
pepys,5
pequena,3
pequenas,1
pequenita,2
pequeno,6
pequenos,4
per,535
pera,2
peractam,1
peracto,1
peradvanture,1
peradventure,2
peradventures,1
peralta,1
perambulate,6
perambulaters,1
perambulations,3
perca,2
percas,1
perceeve,1
perceiv,1
perceivable,1
perceive,75
perceived,79
perceives,9
perceiving,24
percentage,4
perceptible,16
perceptibly,13
perception,35
perceptions,4
perceptive,1
percepts,2
perceptual,1
percession,2
perceu,1
perceues,1
perceuns,1
percevoir,1
perceyve,1
perch,16
percha,1
perchance,45
perched,27
perches,3
perching,5
perciber,1
percies,1
percival,2
percoit,2
percolate,1
percolated,4
percolator,1
percurent,1
percussion,5
percy,34
perdant,2
perde,1
perder,2
perderas,1
perdere,1
perderei,1
perdi,2
perdida,3
perdidi,2
perdidit,1
perdido,6
perdidos,1
perdie,1
perdirent,1
perdist,1
perdistes,1
perdit,4
perdition,2
perdon,3
perdonadme,1
perdonado,1
perdonaras,1
perdone,1
perdono,1
perdre,4
perdrez,1
perdu,26
perdue,3
perdues,4
perdus,2
perduz,9
pere,85
pereas,1
perecen,1
perecer,2
pereceran,1
perecio,1
perede,1
pereginations,1
peregrina,1
peregrination,1
peregrinations,1
peregrine,13
peregrinus,2
peremptorily,8
peremptory,6
perennial,10
perennially,1
perennials,1
perennius,2
peres,16
perez,1
perf,33
perfecciones,1
perfect,335
perfecta,2
perfectability,2
perfectamente,2
perfected,10
perfectibility,1
perfecting,4
perfection,69
perfectionists,1
perfections,4
perfectly,215
perfecto,10
perfesser,3
perfessional,1
perficitur,1
perfick,1
perfidas,1
perfidious,2
perfido,1
perfidy,5
perfluous,1
perfor,1
perforated,4
perforates,1
perforation,2
perforatus,1
perforce,15
perform,63
performance,57
performances,18
performancy,1
performe,1
performed,100
performer,13
performers,16
performing,19
performs,6
perfum,1
perfume,28
perfumed,10
perfumer,1
perfumery,3
perfumes,9
perfuming,2
perfunctorily,1
perfunctory,3
pergament,1
pergamentband,4
perhaps,918
perhapse,1
peri,1
pericarditis,1
pericliter,1
perico,2
pericos,10
perier,2
perigee,1
perigenias,1
perigot,1
perigourdine,1
perihelion,2
peril,36
perilled,1
perilleuse,1
perilleuses,1
perilous,30
perilously,2
perils,34
perinthus,1
period,270
periode,4
perioden,2
periodical,30
periodically,5
periodicals,24
periodiques,2
periods,37
peripatetic,1
peripatetics,1
peripherie,1
periphrastically,1
perir,1
periraient,1
perirait,1
perirent,1
perish,57
perishable,20
perished,45
perishes,6
perisheth,4
perishing,10
perisoreus,4
perissent,1
peristyle,1
perit,1
peritoneum,1
peritta,7
periuz,1
periwig,1
periwigs,1
periwinkle,2
perjudicial,1
perjured,6
perjurer,1
perjurie,1
perjuries,1
perjury,5
perked,1
perkes,1
perkins,8
perks,1
perky,1
perle,2
perlen,5
perles,2
perliceman,1
perlicemen,1
perlite,11
perlmuttergriff,2
permaneced,1
permaneceran,1
permanecido,1
permanence,1
permanencia,1
permanency,4
permanent,40
permanente,3
permanently,11
permanezcais,1
permanezco,1
permeable,1
permeanti,1
